P1	P2	P3	Dstatistic	Z-score	p-value	f4-ratio	BBAA	ABBA	BABA
S10	S04	S18	0.0581056	2.11509	0.0172111	0.00107912	27207.8	1994	1775
S10	S04	S19	0.0581997	2.11238	0.0173271	0.0010819	27208.8	1995.5	1776
S04	S11	S12	0.250815	8.72365	1.35525e-18	0.0138826	21576.9	6190.12	3707.62
S04	S11	S13	0.0470158	1.92182	0.0273139	0.00210753	21379.8	4664.75	4245.81
S11	S04	S14	0.252764	10.0503	0	0.017038	18336.2	7329.06	4371.56
S04	S11	S15	0.0540356	2.34743	0.00945175	0.00242201	21342.1	4679.69	4199.88
S04	S11	S16	0.0523947	2.24811	0.0122846	0.00235025	21319.7	4676.88	4211.19
S04	S11	S17	0.799849	65.7964	0	0.0662821	22704.5	15082.6	1677.25
S18	S11	S04	0.863134	173.405	0	0.10415	30630.8	22675.5	1665.75
S19	S11	S04	0.862865	174.193	0	0.104139	23711.2	22678.8	1669.5
S12	S13	S04	0.0931286	3.10689	0.000945346	0.00370299	53082.5	4315.12	3579.88
S12	S14	S04	0.527296	25.4347	0	0.0345671	45770.8	9937.88	3075.81
S12	S15	S04	0.09358	3.30599	0.000473199	0.00365975	53290.6	4247.88	3520.88
S12	S16	S04	0.0975008	3.25925	0.000558541	0.00383112	53255.8	4281.62	3520.88
S17	S12	S04	0.410703	12.1216	0	0.0156564	41164.6	5423.62	2265.62
S18	S12	S04	0.405867	11.9757	0	0.0155759	27370.2	5439.12	2298.62
S19	S12	S04	0.405934	11.9344	0	0.0155635	27366.1	5437.62	2297.62
S13	S14	S04	0.664887	23.7496	0	0.0309847	67964.3	7670.81	1544
S15	S13	S04	0.00251084	0.0871858	0.465262	4.16887e-05	80015.2	1647	1638.75
S13	S16	S04	0.00777795	0.277069	0.390864	0.000128974	80046.4	1652	1626.5
S17	S13	S04	0.427114	12.766	0	0.0192949	19108.5	6504.25	2611
S18	S13	S04	0.424705	12.4969	0	0.0192091	19145.8	6500.75	2625
S19	S13	S04	0.424673	12.4684	0	0.0192107	19138.8	6500.25	2625
S15	S14	S04	0.72002	29.6763	0	0.0309851	73558.8	7327.88	1192.81
S16	S14	S04	0.719733	28.7921	0	0.0308512	73695.4	7289.25	1187.94
S17	S14	S04	0.68087	45.2895	0	0.0496387	16377.8	12368.3	2348.25
S18	S14	S04	0.679012	45.0241	0	0.0495619	16393.5	12366.8	2364.25
S19	S14	S04	0.678862	44.661	0	0.0495952	16391.5	12367.8	2365.75
S15	S16	S04	0.120428	1.14709	0.125672	0.000170625	131873	157	123.25
S17	S15	S04	0.429828	13.1398	0	0.0192486	19154	6461.75	2576.75
S18	S15	S04	0.427301	12.8754	0	0.0191691	19185	6459.25	2591.75
S19	S15	S04	0.427269	12.8364	0	0.0191758	19184	6458.75	2591.75
S17	S16	S04	0.431307	13.1429	0	0.0194241	19112.5	6502.25	2583.5
S18	S16	S04	0.428791	12.8737	0	0.0193349	19145.2	6499.75	2598.5
S19	S16	S04	0.42876	12.8358	0	0.0193397	19144.2	6499.25	2598.5
S17	S18	S04	0.0733753	0.758347	0.224122	8.67569e-05	81469.5	128	110.5
S17	S19	S04	0.0756303	0.873082	0.191309	8.91906e-05	81443.5	128	110
S18	S19	S04	0.0344828	0.127424	0.449302	2.47862e-06	133358	7.5	7
S06	S07	S05	0.0401419	1.10727	0.134088	0.000301698	48712.9	586.25	541
S06	S05	S08	0.0126821	1.24773	0.106065	0.000880462	9857.5	5375	5240.38
S06	S05	S09	0.0132701	0.479778	0.315693	0.000237781	29986.8	1603.5	1561.5
S06	S05	S10	0.00758773	0.285309	0.387704	0.00013572	29939.2	1593.5	1569.5
S06	S05	S11	0.00729505	0.277775	0.390593	0.000122166	33999	1415.31	1394.81
S05	S06	S12	0.0327103	0.873681	0.191146	0.000214323	51937.8	607.75	569.25
S06	S05	S13	0.016465	0.428475	0.334153	0.000103787	51531.5	640.5	619.75
S06	S05	S14	0.0213524	0.842596	0.199727	0.000211481	47192.4	877.438	840.75
S06	S05	S15	0.0295326	0.856716	0.195801	0.000189275	51534.8	658	620.25
S06	S05	S16	0.0296718	0.853843	0.196596	0.000189514	51519.2	655	617.25
S06	S05	S17	0.0171149	0.324278	0.372864	7.7816e-05	54244.8	468	452.25
S06	S05	S18	0.016653	0.315851	0.376058	7.52145e-05	54220.2	465.5	450.25
S06	S05	S19	0.0171896	0.325599	0.372364	7.76247e-05	54220.8	466	450.25
S07	S05	S08	0.00330219	0.308168	0.378977	0.000230784	9882.75	5355	5319.75
S07	S05	S09	0.00126322	0.0435837	0.482618	2.26356e-05	30013.8	1585.25	1581.25
S05	S07	S10	0.00472664	0.16895	0.432918	8.48012e-05	29970.2	1594.25	1579.25
S05	S07	S11	0.00700047	0.257824	0.398271	0.000117219	34025.2	1416	1396.31
S05	S07	S12	0.0449343	1.30341	0.0962175	0.000294721	51977	616.25	563.25
S05	S07	S13	0.00320256	0.0887481	0.464641	2.00142e-05	51558.8	626.5	622.5
S07	S05	S14	0.0024677	0.107562	0.457171	2.4493e-05	47223.5	863.25	859
S07	S05	S15	0.0125984	0.389548	0.348435	8.03201e-05	51565	643	627
S07	S05	S16	0.0110759	0.341435	0.366388	7.02467e-05	51548.5	639	625
S07	S05	S17	0.00325733	0.0592253	0.476386	1.48289e-05	54284	462	459
S07	S05	S18	0.00327154	0.0595471	0.476258	1.48001e-05	54260	460	457
S07	S05	S19	0.00327154	0.0595471	0.476258	1.47848e-05	54260	460	457
S05	S08	S09	0.0256315	1.03642	0.150002	0.000585683	25868	2070.75	1967.25
S05	S08	S10	0.0269934	1.17889	0.11922	0.000613267	25818.8	2064	1955.5
S05	S08	S11	0.025595	0.973033	0.165268	0.000541865	29832.2	1821.94	1731
S08	S05	S12	0.0309764	0.835777	0.20164	0.00025596	47651.5	765.5	719.5
S08	S05	S13	0.0536991	1.8567	0.0316768	0.00040395	47200.8	792.25	711.5
S08	S05	S14	0.0452816	1.88067	0.0300086	0.000569879	42974.4	1141.94	1043
S08	S05	S15	0.0535744	2.12317	0.01687	0.000404804	47188.2	794	713.25
S08	S05	S16	0.0533891	2.12047	0.0169832	0.000400352	47168.5	786.75	707
S08	S05	S17	0.0730228	2.55117	0.00536806	0.000416263	49913.2	619	534.75
S08	S05	S18	0.0663793	2.31004	0.0104429	0.000379547	49890.8	618.5	541.5
S08	S05	S19	0.0667816	2.32252	0.0101025	0.000381674	49891.2	619	541.5
S09	S10	S05	0.0272727	0.615768	0.269024	0.000210366	49004.4	706.25	668.75
S11	S09	S05	0.692292	52.9412	0	0.0230253	39725.8	5133.94	933.5
S09	S05	S12	0.144061	6.98938	1.38049e-12	0.00381454	25717.6	2732.38	2044.25
S09	S05	S13	0.168981	7.1055	5.99458e-13	0.00418031	25411.5	2903.75	2064.25
S09	S05	S14	0.253258	16.4805	0	0.00975311	22157.2	4225.44	2517.69
S09	S05	S15	0.164603	6.68165	1.18135e-11	0.00405414	25362.5	2869	2058
S09	S05	S16	0.165137	6.48666	4.38809e-11	0.00407102	25353.5	2872.5	2058.25
S09	S05	S17	0.0319359	1.13122	0.128981	0.000600216	27356.5	1963	1841.5
S09	S05	S18	0.0347997	1.2497	0.105704	0.000652641	27341.5	1970	1837.5
S09	S05	S19	0.0347815	1.24573	0.106431	0.000652549	27342.5	1971	1838.5
S11	S10	S05	0.814763	87.5911	0	0.023249	58159.7	4719.69	481.75
S10	S05	S12	0.143477	6.84834	3.7355e-12	0.003757	25723.5	2700.75	2023
S10	S05	S13	0.170117	8.34033	3.70255e-17	0.0041524	25413.5	2868.25	2034.25
S10	S05	S14	0.252896	17.0359	0	0.00966097	22160.5	4191.25	2499.25
S10	S05	S15	0.168389	7.68791	7.47774e-15	0.0040931	25371.5	2840.5	2021.75
S10	S05	S16	0.168937	7.38387	7.68796e-14	0.0041075	25361.5	2843	2021.25
S10	S05	S17	0.027689	0.937053	0.174366	0.000513883	27361	1930	1826
S10	S05	S18	0.031383	1.08386	0.139213	0.000581594	27348	1939	1821
S10	S05	S19	0.0313663	1.07988	0.140098	0.000581414	27349	1940	1822
S05	S11	S12	0.357576	18.7976	0	0.0185638	21783.1	6336.06	2998.31
S05	S11	S13	0.187117	11.621	0	0.00766343	21634.9	4859.5	3327.56
S11	S05	S14	0.0295154	1.59133	0.0557676	0.00168968	18853.3	5122	4828.31
S05	S11	S15	0.192805	10.8908	0	0.0078759	21580.2	4857.44	3287.12
S05	S11	S16	0.193757	10.8263	0	0.00791967	21562.5	4859.38	3281.94
S05	S11	S17	0.806264	60.1229	0	0.0668125	22816.3	15134.1	1623.25
S18	S11	S05	0.867789	137.916	0	0.103934	30678.8	22783.8	1612.75
S19	S11	S05	0.867558	137.711	0	0.103996	23759.2	22787.1	1616
S12	S13	S05	0.0746911	2.70872	0.00337713	0.00237234	53315.6	3435.25	2957.75
S12	S14	S05	0.491287	24.1067	0	0.0251066	46166.6	7669.88	2616.38
S12	S15	S05	0.0782605	2.8125	0.00245793	0.00244276	53520.9	3387.62	2895.88
S12	S16	S05	0.0800556	2.85088	0.00217994	0.00250581	53487.4	3401.5	2897.25
S17	S12	S05	0.349009	11.2445	0	0.0118261	41250.5	4654.25	2246
S18	S12	S05	0.34363	10.9045	0	0.0117219	27451.6	4665.25	2279
S19	S12	S05	0.343803	10.8962	0	0.011727	27447.2	4663.5	2277.25
S13	S14	S05	0.635313	22.791	0	0.0227884	68846.7	5889.38	1313.38
S13	S15	S05	0.00543323	0.1989	0.42117	7.09497e-05	80785.5	1318.5	1304.25
S13	S16	S05	0.0102187	0.361624	0.358816	0.000133243	80828.4	1322.25	1295.5
S17	S13	S05	0.355771	11.4234	0	0.014174	19215.8	5498.5	2612.75
S18	S13	S05	0.352624	10.9967	0	0.0140555	19250.5	5492.5	2628.75
S19	S13	S05	0.352711	10.9793	0	0.0140608	19243	5491.5	2627.75
S15	S14	S05	0.686933	25.8255	0	0.0227245	74496	5601.25	1039.5
S16	S14	S05	0.68885	26.5681	0	0.0226513	74646.6	5576.69	1027.44
S17	S14	S05	0.608092	40.9655	0	0.0366353	16539.5	9866.25	2404.5
S18	S14	S05	0.605609	39.5077	0	0.0365334	16552.8	9862.25	2422.5
S19	S14	S05	0.605535	39.3169	0	0.0365273	16550.5	9863	2423.25
S15	S16	S05	0.0556793	0.596513	0.275416	6.22714e-05	132946	118.5	106
S17	S15	S05	0.361236	11.8381	0	0.0142345	19246.8	5464	2564
S18	S15	S05	0.357871	11.387	0	0.0141294	19276.2	5460	2582
S19	S15	S05	0.35796	11.3678	0	0.0141377	19274.8	5459	2581
S17	S16	S05	0.361308	11.9059	0	0.014302	19208.8	5486.75	2574.25
S18	S16	S05	0.357957	11.4465	0	0.0141891	19240	5482.75	2592.25
S19	S16	S05	0.358045	11.4248	0	0.0141887	19238.5	5481.75	2591.25
S17	S18	S05	0.0964912	0.944902	0.172354	0.000108049	81567.5	125	103
S17	S19	S05	0.0964912	1.05078	0.146681	0.000107999	81542	125	103
S19	S18	S05	0	0	0.5	0	133459	7	7
S06	S07	S08	0.111704	2.32873	0.00993676	0.000649503	53184.2	494.5	395.125
S06	S07	S09	0.144762	2.67626	0.00372247	0.000215165	76709.4	150.25	112.25
S06	S07	S10	0.145794	2.75834	0.00290481	0.000220501	76655.9	153.25	114.25
S06	S07	S11	0.162169	2.68594	0.00361625	0.000239295	80879.9	144	103.812
S06	S07	S12	0.15847	1.14171	0.126787	8.06287e-05	99540.4	53	38.5
S06	S07	S13	0.218543	1.89105	0.0293087	0.000123833	99127.9	69	44.25
S06	S07	S14	0.221322	2.15176	0.015708	0.000187102	94580.7	89.5	57.0625
S06	S07	S15	0.193764	1.57825	0.0572541	0.000109075	99131.7	67	45.25
S06	S07	S16	0.211581	1.70145	0.0444294	0.000119105	99118.2	68	44.25
S06	S07	S17	0.153153	0.981295	0.163224	6.30344e-05	102000	48	35.25
S06	S07	S18	0.151703	0.974325	0.164947	6.03926e-05	101976	46.5	34.25
S06	S07	S19	0.156923	1.00886	0.156521	6.28332e-05	101977	47	34.25
S06	S08	S09	0.0365348	1.38164	0.0835406	0.000823575	25726.6	2064	1918.5
S06	S08	S10	0.0331002	1.2509	0.105485	0.000748938	25687.9	2067.75	1935.25
S06	S08	S11	0.0314623	1.1893	0.117161	0.00066325	29702.3	1826.69	1715.25
S08	S06	S12	0.0565596	1.71231	0.0434201	0.00046999	47502.1	789.25	704.75
S08	S06	S13	0.0390244	1.04765	0.1474	0.000299825	47093.4	798.75	738.75
S08	S06	S14	0.0285829	0.978461	0.163923	0.000359014	42854.6	1120.06	1057.81
S08	S06	S15	0.0275464	0.771574	0.220183	0.000215734	47099.4	802	759
S08	S06	S16	0.0271405	0.745568	0.227964	0.000210774	47079.6	794.75	752.75
S08	S06	S17	0.0594618	1.51586	0.0647772	0.000338375	49785.6	610.25	541.75
S08	S06	S18	0.0537541	1.39803	0.081052	0.000304633	49758.1	605.25	543.5
S08	S06	S19	0.0537541	1.39803	0.081052	0.000304219	49758.6	605.25	543.5
S09	S10	S06	0.040305	1.08609	0.138719	0.000312065	49038.4	716.25	660.75
S11	S09	S06	0.687898	55.1475	0	0.0229728	39760.8	5126.94	948
S09	S06	S12	0.152857	8.19599	1.2425e-16	0.00402818	25644.9	2740.12	2013.5
S09	S06	S13	0.166387	7.23179	2.38342e-13	0.00407717	25356.2	2869.75	2051
S09	S06	S14	0.251782	15.3469	0	0.00954458	22080.4	4154	2482.94
S09	S06	S15	0.158819	6.78829	5.67362e-12	0.00386143	25310.2	2821	2047.75
S09	S06	S16	0.159037	6.63446	1.6285e-11	0.00388162	25306.2	2829.5	2053
S09	S06	S17	0.0280151	1.22703	0.109905	0.000522211	27307.5	1940.25	1834.5
S09	S06	S18	0.0310658	1.38435	0.0831257	0.000577682	27290.5	1945.75	1828.5
S09	S06	S19	0.030921	1.37194	0.0850416	0.000574984	27291.5	1946.25	1829.5
S11	S10	S06	0.812294	90.5285	0	0.0233008	58187.7	4723.69	489.25
S10	S06	S12	0.151933	7.84152	2.22565e-15	0.00397055	25675.5	2715.25	1999
S10	S06	S13	0.166266	8.25645	7.50268e-17	0.00405159	25394.2	2852.25	2039
S10	S06	S14	0.250603	15.4277	0	0.00945494	22112.2	4130.31	2475
S10	S06	S15	0.161497	7.61957	1.27261e-14	0.0039042	25353.2	2808.5	2027.5
S10	S06	S16	0.161783	7.39873	6.87472e-14	0.00391918	25347.2	2815	2031
S10	S06	S17	0.0236199	0.992706	0.160427	0.000436018	27335	1912.25	1824
S10	S06	S18	0.0274972	1.1887	0.117279	0.000506375	27320	1919.75	1817
S10	S06	S19	0.0273524	1.1766	0.119678	0.000503611	27321	1920.25	1818
S06	S11	S12	0.353452	18.4696	0	0.0183661	21743.4	6316.81	3017.56
S06	S11	S13	0.190136	10.7457	0	0.007764	21614.3	4859.44	3306.75
S11	S06	S14	0.0260082	1.35327	0.0879848	0.00148067	18816.8	5069.25	4812.25
S06	S11	S15	0.198167	11.3005	0	0.00806496	21563.6	4861.38	3253.31
S06	S11	S16	0.198916	11.2989	0	0.00810725	21550.2	4867.56	3252.38
S06	S11	S17	0.808133	71.2008	0	0.0668756	22794.1	15132.4	1605.75
S18	S11	S06	0.86915	186.433	0	0.104187	30674.5	22759.1	1593.25
S19	S11	S06	0.868921	185.74	0	0.104218	23755.4	22762.8	1596.5
S12	S13	S06	0.065595	2.28569	0.0111361	0.00208415	53298.4	3397.25	2979
S12	S14	S06	0.485544	23.288	0	0.0248239	46149.1	7615.69	2637.38
S12	S15	S06	0.0661493	2.31957	0.010182	0.00207122	53519.4	3348.38	2932.88
S12	S16	S06	0.0679311	2.32633	0.0100004	0.00213417	53487.9	3364.25	2936.25
S17	S12	S06	0.355313	11.4898	0	0.0121241	41254.2	4696.5	2234
S18	S12	S06	0.349721	11.1487	0	0.0120151	27456.4	4708.5	2268.5
S19	S12	S06	0.349943	11.137	0	0.0120188	27452.4	4707.25	2266.75
S13	S14	S06	0.63703	22.488	0	0.02278	68853.2	5859.19	1299.12
S15	S13	S06	0.00105173	0.040366	0.483901	1.37345e-05	80810.8	1308.75	1306
S13	S16	S06	0.00372742	0.137947	0.445141	4.86927e-05	80856.6	1312.75	1303
S17	S13	S06	0.356055	11.829	0	0.0141841	19223.8	5485.75	2605
S18	S13	S06	0.352947	11.3603	0	0.0140718	19257	5478.25	2620
S19	S13	S06	0.353074	11.342	0	0.0140824	19250	5477.75	2619
S15	S14	S06	0.689058	26.0102	0	0.0227825	74523.8	5592.31	1029.5
S16	S14	S06	0.691202	27.0948	0	0.0227309	74673.4	5566.75	1016.44
S17	S14	S06	0.607423	39.1525	0	0.0366351	16555.2	9845.31	2404.5
S18	S14	S06	0.604993	38.4203	0	0.0365239	16567.2	9840.06	2421.75
S19	S14	S06	0.604935	38.1825	0	0.0365414	16565.5	9841.31	2422.5
S15	S16	S06	0.0551876	0.601017	0.273914	6.24164e-05	132985	119.5	107
S17	S15	S06	0.359099	12.1517	0	0.0141604	19266.8	5446.25	2568.25
S18	S15	S06	0.355781	11.6662	0	0.0140599	19294.8	5440.75	2585.25
S19	S15	S06	0.35591	11.6415	0	0.0140673	19293.8	5440.25	2584.25
S17	S16	S06	0.359091	12.176	0	0.014229	19229.8	5470	2579.5
S18	S16	S06	0.355787	11.6795	0	0.0141237	19259.5	5464.5	2596.5
S19	S16	S06	0.355915	11.6517	0	0.0141163	19258.5	5464	2595.5
S17	S18	S06	0.0971922	0.954181	0.169996	0.000110794	81584.8	127	104.5
S17	S19	S06	0.0948276	1.04126	0.148877	0.000108351	81559.8	127	105
S19	S18	S06	0.037037	0.128789	0.448762	2.46183e-06	133474	7	6.5
S07	S08	S09	0.0272359	1.0108	0.156056	0.000608625	25789.2	2027.25	1919.75
S07	S08	S10	0.0235962	0.877208	0.190187	0.000528798	25747.5	2028	1934.5
S07	S08	S11	0.0202602	0.759001	0.223926	0.000424472	29769	1794	1722.75
S08	S07	S12	0.0658245	1.82003	0.0343773	0.000550801	47599.2	801.5	702.5
S08	S07	S13	0.0552928	1.50416	0.0662702	0.000423716	47178	808.75	724
S08	S07	S14	0.043699	1.53283	0.0626587	0.000545839	42932.2	1130.75	1036.06
S08	S07	S15	0.0416332	1.1972	0.115614	0.00032472	47185	810	745.25
S08	S07	S16	0.0425911	1.20512	0.114078	0.000329802	47165.2	804.75	739
S08	S07	S17	0.0706061	1.56388	0.0589228	0.000401324	49878	616	534.75
S08	S07	S18	0.0645161	1.45549	0.0727669	0.000364731	49850.5	610.5	536.5
S08	S07	S19	0.0649237	1.46478	0.0714909	0.000367046	49851	611	536.5
S09	S10	S07	0.041061	1.0973	0.136255	0.000318671	48999.4	716.25	659.75
S11	S09	S07	0.686937	57.2362	0	0.0230181	39724.3	5128.5	951.75
S09	S07	S12	0.15594	8.61513	3.46945e-18	0.00410449	25675.1	2746.88	2005.75
S09	S07	S13	0.171373	7.35416	9.60667e-14	0.00420184	25382.5	2882.75	2039.25
S09	S07	S14	0.256247	16.2363	0	0.0097323	22107.7	4175.69	2472.19
S09	S07	S15	0.163211	6.92502	2.17956e-12	0.003973	25338.5	2833	2038
S09	S07	S16	0.163893	6.80364	5.10036e-12	0.00400233	25332.5	2841.5	2041.25
S09	S07	S17	0.0313866	1.36773	0.0856987	0.000585005	27339.5	1947	1828.5
S09	S07	S18	0.034291	1.52582	0.0635269	0.000638185	27323.5	1953	1823.5
S09	S07	S19	0.0342729	1.51764	0.064553	0.000637956	27324.5	1954	1824.5
S11	S10	S07	0.811473	86.1331	0	0.0233079	58150	4725	491.75
S10	S07	S12	0.155173	8.28791	5.76253e-17	0.00405244	25704.8	2720	1989.25
S10	S07	S13	0.171493	8.42514	1.79978e-17	0.00417373	25418.5	2862.25	2024.25
S10	S07	S14	0.255246	16.3681	0	0.00963626	22138.5	4150	2462.25
S10	S07	S15	0.16633	7.87359	1.72312e-15	0.00400974	25376.5	2814.5	2011.75
S10	S07	S16	0.16702	7.67765	8.10186e-15	0.00403859	25369.5	2822	2014.25
S10	S07	S17	0.0270705	1.12716	0.129838	0.000499017	27365	1916	1815
S10	S07	S18	0.0308063	1.3229	0.0929347	0.000566894	27351	1924	1809
S10	S07	S19	0.0307898	1.31487	0.0942763	0.000566554	27352	1925	1810
S07	S11	S12	0.352365	18.4793	0	0.0182673	21770.1	6303.38	3018.62
S07	S11	S13	0.187269	10.411	0	0.00764283	21638.6	4843.5	3315.56
S11	S07	S14	0.0292836	1.50761	0.065827	0.00166652	18841.9	5086.69	4797.25
S07	S11	S15	0.195767	10.8513	0	0.00796074	21587.1	4844.69	3258.38
S07	S11	S16	0.196272	10.8792	0	0.00798438	21572.7	4849.88	3258.44
S07	S11	S17	0.807914	70.9083	0	0.0667831	22822.2	15120.4	1606.5
S18	S11	S07	0.869175	188.037	0	0.104631	30664	22788.8	1595
S19	S11	S07	0.868944	187.172	0	0.104537	23744.4	22792	1598.25
S12	S13	S07	0.0670947	2.33945	0.00965612	0.00214075	53283.9	3407.5	2979
S12	S14	S07	0.486454	23.5649	0	0.024949	46134.5	7633.5	2637.25
S12	S15	S07	0.0672205	2.37178	0.00885123	0.00211117	53505.1	3355.88	2933.12
S12	S16	S07	0.069336	2.39529	0.00830366	0.00218402	53471.6	3371.75	2934.5
S17	S12	S07	0.355348	11.3409	0	0.0121495	41242.8	4699.5	2235.25
S18	S12	S07	0.349755	11.0225	0	0.0120439	27445.9	4712.5	2270.25
S19	S12	S07	0.34993	11.0087	0	0.012055	27441.4	4710.75	2268.5
S13	S14	S07	0.636665	22.5373	0	0.0228627	68832.7	5871.12	1303.38
S15	S13	S07	0.00219319	0.0824737	0.467135	2.87832e-05	80791	1313.75	1308
S13	S16	S07	0.00333874	0.121739	0.451553	4.37746e-05	80834.9	1314.75	1306
S17	S13	S07	0.356942	11.5789	0	0.0142717	19211.8	5498.5	2605.75
S18	S13	S07	0.353791	11.1563	0	0.0141673	19246.5	5492.5	2621.75
S19	S13	S07	0.353878	11.1352	0	0.0141566	19239	5491.5	2620.75
S15	S14	S07	0.689767	25.7836	0	0.0228745	74501	5602	1028.5
S16	S14	S07	0.691399	26.8218	0	0.0228147	74650.6	5576.44	1017.44
S17	S14	S07	0.607904	38.0599	0	0.0368124	16544	9866.5	2406
S18	S14	S07	0.605396	37.4606	0	0.0366965	16557.5	9862.75	2424.25
S19	S14	S07	0.605322	37.2281	0	0.0366695	16555.2	9863.5	2425
S15	S16	S07	0.0640177	0.739766	0.229721	7.2527e-05	132962	120.5	106
S17	S15	S07	0.359572	11.9055	0	0.0142497	19256.8	5458	2571
S18	S15	S07	0.35621	11.4655	0	0.0141311	19286.2	5454	2589
S19	S15	S07	0.356299	11.4378	0	0.0141296	19284.8	5453	2588
S17	S16	S07	0.359898	11.9542	0	0.0143129	19217.8	5481.75	2580.25
S18	S16	S07	0.35655	11.5012	0	0.0142045	19249	5477.75	2598.25
S19	S16	S07	0.356639	11.4707	0	0.0142009	19247.5	5476.75	2597.25
S17	S18	S07	0.0948276	0.930342	0.176097	0.000108562	81572.5	127	105
S17	S19	S07	0.0948276	1.03859	0.149498	0.000108447	81547	127	105
S19	S18	S07	0	0	0.5	0	133462	7	7
S09	S10	S08	0.0313076	0.831222	0.202924	0.000240461	48889.7	700	657.5
S11	S09	S08	0.696652	55.6488	0	0.0232997	39618.6	5130.25	917.25
S09	S08	S12	0.136706	7.24248	2.2028e-13	0.00356087	25804.4	2669.62	2027.5
S09	S08	S13	0.155681	7.79179	3.30329e-15	0.00377982	25508.2	2816.25	2057.5
S09	S08	S14	0.240653	17.6744	0	0.00918512	22281.2	4147	2538.19
S09	S08	S15	0.150203	7.23407	2.3436e-13	0.00364841	25473.8	2796	2065.75
S09	S08	S16	0.150775	7.01165	1.17762e-12	0.00367116	25467.2	2803	2068.5
S09	S08	S17	0.0100642	0.386886	0.34942	0.000184024	27450.5	1869.25	1832
S09	S08	S18	0.0149858	0.580101	0.280923	0.000273663	27431.5	1879.5	1824
S09	S08	S19	0.0148448	0.572797	0.283391	0.000270895	27432.5	1880	1825
S11	S10	S08	0.820258	102.886	0	0.0235247	58053.2	4721.75	466.25
S10	S08	S12	0.13619	7.01738	1.13036e-12	0.00350282	25812.5	2635.25	2003.5
S10	S08	S13	0.155622	9.15944	0	0.00375254	25531.2	2796.75	2043.5
S10	S08	S14	0.239953	18.4962	0	0.00909813	22292.8	4116.06	2523
S10	S08	S15	0.153462	8.64596	2.6563e-18	0.00368843	25493.8	2773.5	2035.5
S10	S08	S16	0.154038	8.29795	5.29633e-17	0.00371078	25486.2	2779.5	2037.5
S10	S08	S17	0.00541281	0.196285	0.422194	9.75551e-05	27458	1834.25	1814.5
S10	S08	S18	0.0112267	0.413389	0.339661	0.000202073	27441	1846.5	1805.5
S10	S08	S19	0.0110853	0.406726	0.342105	0.000199486	27442	1847	1806.5
S08	S11	S12	0.364682	18.2386	0	0.0188236	21869.2	6331.19	2947.44
S08	S11	S13	0.198257	11.5346	0	0.0080586	21739.8	4873.5	3260.81
S11	S08	S14	0.0196494	1.00017	0.158615	0.00112155	18974.2	5053	4858.25
S08	S11	S15	0.203827	12.0316	0	0.00828233	21689.4	4875.69	3224.62
S08	S11	S16	0.204589	12.1168	0	0.00831647	21672.7	4878.62	3221.44
S08	S11	S17	0.815392	70.6168	0	0.0671414	22907.2	15134.1	1539
S18	S11	S08	0.874495	176.73	0	0.105505	30674.2	22870.2	1531.25
S19	S11	S08	0.874265	175.81	0	0.105593	23755.2	22874	1534.5
S12	S13	S08	0.0699585	2.54167	0.00551623	0.00221597	53346.9	3385.75	2943
S12	S14	S08	0.48978	23.3517	0	0.0250383	46200.9	7605.19	2604.62
S12	S15	S08	0.0731756	2.66259	0.00387713	0.00228659	53565.1	3351.12	2894.12
S12	S16	S08	0.0750758	2.6812	0.00366793	0.00235343	53534.4	3368.75	2898.25
S17	S12	S08	0.35436	10.9082	0	0.0121026	41317.5	4675.25	2228.75
S18	S12	S08	0.347693	10.6209	0	0.0119522	27517.1	4684.75	2267.5
S19	S12	S08	0.347915	10.6117	0	0.0119643	27513.2	4683.5	2265.75
S13	S14	S08	0.63492	24.3723	0	0.0228723	68924.4	5868.19	1310.38
S13	S15	S08	0.00550034	0.220193	0.41286	7.14891e-05	80850.2	1302.5	1288.25
S13	S16	S08	0.0106988	0.400294	0.34447	0.000139161	80896.6	1310.75	1283
S17	S13	S08	0.358057	11.2658	0	0.0142825	19277.2	5479.25	2590
S18	S13	S08	0.354158	10.8876	0	0.0141459	19306.5	5467.75	2607.75
S19	S13	S08	0.354285	10.8729	0	0.0141441	19299.5	5467.25	2606.75
S15	S14	S08	0.688595	26.8738	0	0.0227898	74564.6	5570.94	1027.38
S16	S14	S08	0.689671	27.546	0	0.0227432	74718.1	5549.25	1019.19
S17	S14	S08	0.607846	38.7918	0	0.0368327	16621.5	9849.31	2402.25
S18	S14	S08	0.604903	37.9388	0	0.0366743	16629.8	9840.31	2422.5
S19	S14	S08	0.604845	37.7171	0	0.036703	16628	9841.56	2423.25
S15	S16	S08	0.0586957	0.678971	0.248578	6.77289e-05	133029	121.75	108.25
S17	S15	S08	0.362123	11.7029	0	0.01436	19324.2	5460.75	2557.25
S18	S15	S08	0.357995	11.3104	0	0.0142165	19348.5	5451.5	2577.25
S19	S15	S08	0.358124	11.2924	0	0.0142212	19347.5	5451	2576.25
S17	S16	S08	0.362113	11.7602	0	0.0144264	19288	5486.25	2569.25
S18	S16	S08	0.358004	11.357	0	0.0142801	19314	5477	2589.25
S19	S16	S08	0.358133	11.3368	0	0.0142826	19313	5476.5	2588.25
S17	S18	S08	0.126761	1.29326	0.0979603	0.00014464	81649.5	130	100.75
S17	S19	S08	0.124324	1.38636	0.0828179	0.000142218	81624.5	130	101.25
